condition,sample_idx,claim_id,claim_text,parent_sentence,bucket,bucket_label,subtype,evidence_note,genre_terms,genre_verification,genre_missing,quoted_names,quoted_verification,needs_human_review,human_bucket,human_is_genuine_error,human_note,generated_text
full,1835,4,"incorporates electronic elements, which could add a unique touch to your video.","The song has a fast beat and incorporates electronic elements, which could add a unique touch to your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic,supported,,,not_applicable,0,,,,"Certainly! How about 'Senza Parole' by D.A.M.? It's a track that combines elements of hip-hop, electronic, and soul. The song has a fast beat and incorporates electronic elements, which could add a unique touch to your video. It was released in 2012 and has a music video directed by D.A.M."
full,1861,2,This track has a rock,"This track has a rock and alternative sound, with elements of indie and pop.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;pop;rock,supported,,,not_applicable,0,,,,"In that case, I would recommend 'We Stand' by Jesus Culture feat. This track has a rock and alternative sound, with elements of indie and pop. It's part of the album 'We Cry Out' and it's performed by Jesus Culture. It would be a great fit for your video."
full,1896,4,pop with a dance vibe.,"It combines elements of hip-hop, electronic, and pop with a dance vibe.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;hip-hop;pop,supported,,,not_applicable,0,,,,"Allow me to recommend 'Keep Your Head Down' by TVXQ! It's a track from their album 'Keep Your Head Down'. It combines elements of hip-hop, electronic, and pop with a dance vibe. The song has a fast-paced and energetic sound that could be a fitting choice for your video."
full,1897,2,This track has a dance,This track has a dance and electronic sound with female vocals.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic,supported,,,not_applicable,0,,,,Certainly! I would recommend 'My life is mine' by Miriam Reyes. This track has a dance and electronic sound with female vocals. It's part of the album 'My life is mine' and offers a catchy and energetic vibe that would be perfect for your video.
full,1919,2,This track has a rock,This track has a rock and alternative sound with elements of Hip-Hop and electronic.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;electronic;hip-hop;rock,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Niechętny' by K.A.S.A. This track has a rock and alternative sound with elements of Hip-Hop and electronic. It was released in 2009 and captures the essence of the 00s. It's part of the album 'Niechętny'."
full,1919,5,captures the essence of the 00s.,It was released in 2009 and captures the essence of the 00s.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"In that case, I would recommend 'Niechętny' by K.A.S.A. This track has a rock and alternative sound with elements of Hip-Hop and electronic. It was released in 2009 and captures the essence of the 00s. It's part of the album 'Niechętny'."
full,2011,4,dance with a touch of rock.,"The song combines elements of Hip-Hop, electronic, and dance with a touch of rock.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;hip-hop;rock,supported,,,not_applicable,0,,,,"Certainly! How about 'Blow' by Land Lord? It's a track from his album 'Blow'. The song combines elements of Hip-Hop, electronic, and dance with a touch of rock. It has a fast-paced techno beat and male vocals, which could add an energetic and dynamic vibe to your video."
full,2011,7,dynamic vibe to your video.,"It has a fast-paced techno beat and male vocals, which could add an energetic and dynamic vibe to your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_video-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Certainly! How about 'Blow' by Land Lord? It's a track from his album 'Blow'. The song combines elements of Hip-Hop, electronic, and dance with a touch of rock. It has a fast-paced techno beat and male vocals, which could add an energetic and dynamic vibe to your video."
full,2014,4,"hard rock, which aligns well with the intense","This song combines elements of rock, punk, and hard rock, which aligns well with the intense and energetic vibe you're looking for.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_prompt-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",punk;rock,supported,,,not_applicable,0,,,,"Certainly! How about 'I'm Not Okay (I Promise)' by My Chemical Romance? It's a track from their album 'I'm Not Okay (I Promise)'. This song combines elements of rock, punk, and hard rock, which aligns well with the intense and energetic vibe you're looking for. It has a fast-paced and loud sound too."
full,2058,5,could add a unique touch to your video.,It was released in 2013 and could add a unique touch to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Certainly! I recommend 'It's Going Down' by Young Bam feat; MobSquad Carollina. It's a track that combines elements of hip-hop, electronic, and rock genres. The song has a fast-paced beat and features male vocals. It was released in 2013 and could add a unique touch to your video."
full,2072,2,It's a remix of the original track,"It's a remix of the original track and combines elements of pop, dance, and electronic music.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;pop,supported,,,not_applicable,0,,,,"Certainly! How about 'Run the World (Girls) (Remix)' by Beyoncé? It's a remix of the original track and combines elements of pop, dance, and electronic music. The remix features female vocalists and has a fast-paced and energetic sound that could be a fitting choice for your video."
full,2088,4,alternative with a touch of punk.,"The song combines elements of rock, indie, and alternative with a touch of punk.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;punk;rock,supported,,,not_applicable,0,,,,"Allow me to recommend 'The Way I Am' by Ana Johnsson. It's a track from her album 'The Way I Am'. The song combines elements of rock, indie, and alternative with a touch of punk. It has a guitar-driven sound and features female vocals, which aligns well with the rock and indie influences you're looking for."
full,2172,3,"The song combines rock, electronic","The song combines rock, electronic, and indie elements, which aligns well with ES Posthumus' style.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;indie;rock,partially_supported,electronic,,not_applicable,0,,,,"Certainly! I recommend 'Warriors' by Imagine Dragons. It's a track from their album 'Warriors'. The song combines rock, electronic, and indie elements, which aligns well with ES Posthumus' style. It has a unique blend of rock and electronic sounds with alternative influences. This track could be a great addition to your video."
full,2172,7,This track could be a great addition to your video.,This track could be a great addition to your video.,E4_vague_generic,一般性空泛描述／主觀陳述,generic_video_benefit,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,"Certainly! I recommend 'Warriors' by Imagine Dragons. It's a track from their album 'Warriors'. The song combines rock, electronic, and indie elements, which aligns well with ES Posthumus' style. It has a unique blend of rock and electronic sounds with alternative influences. This track could be a great addition to your video."
full,2176,2,This track has a strong Hip-Hop,"This track has a strong Hip-Hop and R&B influence, with electronic and indie elements.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;indie;r&b,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Go Girl' by Frank Nitt. This track has a strong Hip-Hop and R&B influence, with electronic and indie elements. It's part of the album 'Go Girl' and offers a catchy and energetic vibe that would be perfect for your video."
full,2216,2,"It's a track that combines rock, indie, pop, blues","It's a track that combines rock, indie, pop, blues, and alternative genres.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;pop;rock,supported,,,not_applicable,0,,,,"Allow me to recommend 'Complex 2003' by Video Clip Band Indie Banjarmasin. It's a track that combines rock, indie, pop, blues, and alternative genres. The song features guitar and male vocals, which aligns well with the blues and guitar elements you're looking for. It was recorded in 2003, which may contain the specific elements you want."
full,2233,2,It's a track from his mixtape 'The Tay Tape'.,It's a track from his mixtape 'The Tay Tape'.,E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['The Tay Tape'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,,not_applicable,,The Tay Tape,not_found,1,,,,"Allow me to recommend 'Ballin' by Yung Tay. It's a track from his mixtape 'The Tay Tape'. The song combines elements of hip-hop, electronic, and dance with a fast-paced beat and synth sounds. It has a techno influence and a catchy rnb vibe that could be a fitting choice for your video."
